Variable,ParamWeight,,,Description,Transformation,
Agreeable2_gmc_x_b5a_gmc,0.00,,,,,
Agreeable2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
Agreeable2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
Agreeable2_gmc_x_generalized_gmc,0.00,,,,,
Agreeable2_gmc_x_disgust_p_gmc,0.00,,,,,
Agreeable2_gmc_x_disgust_s_gmc,0.00,,,,,
Agreeable2_gmc_x_disgust_r_gmc,0.00,,,,,
rThreatIG1_gmc_x_rThreatIG2_gmc,0.00,,,,,
rThreatIG1_gmc_x_rThreatOG1_gmc,0.00,,,,,
rThreatIG1_gmc_x_rThreatOG2_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP1_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP2_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP3_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP4_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP5_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustP6_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustS1_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustS2_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustS3_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustS4_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustR1_gmc,0.00,,,,,
rThreatIG1_gmc_x_DisgustR2_gmc,0.00,,,,,
rThreatIG1_gmc_x_symbolic_gmc,0.00,,,,,
rThreatIG1_gmc_x_identification_sol_gmc,0.00,,,,,
rThreatIG1_gmc_x_identification_sat_gmc,0.00,,,,,
rThreatIG1_gmc_x_identification_cen_gmc,0.00,,,,,
rThreatIG1_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
rThreatIG1_gmc_x_contact_quality_gmc,0.00,,,,,
rThreatIG1_gmc_x_contact_friendsz_gmc,0.00,,,,,
rThreatIG1_gmc_x_b5a_gmc,0.00,,,,,
rThreatIG1_gmc_x_generalized_challdiff_gmc,0.00,,,,,
rThreatIG1_gmc_x_generalized_probdiff_gmc,0.00,,,,,
rThreatIG1_gmc_x_generalized_gmc,0.00,,,,,
rThreatIG1_gmc_x_disgust_p_gmc,0.00,,,,,
rThreatIG1_gmc_x_disgust_s_gmc,0.00,,,,,
rThreatIG1_gmc_x_disgust_r_gmc,0.00,,,,,
rThreatIG2_gmc_x_rThreatOG1_gmc,0.00,,,,,
rThreatIG2_gmc_x_rThreatOG2_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP1_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP2_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP3_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP4_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP5_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustP6_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustS1_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustS2_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustS3_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustS4_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustR1_gmc,0.00,,,,,
rThreatIG2_gmc_x_DisgustR2_gmc,0.00,,,,,
rThreatIG2_gmc_x_symbolic_gmc,0.00,,,,,
rThreatIG2_gmc_x_identification_sol_gmc,0.00,,,,,
rThreatIG2_gmc_x_identification_sat_gmc,0.00,,,,,
rThreatIG2_gmc_x_identification_cen_gmc,0.00,,,,,
rThreatIG2_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
rThreatIG2_gmc_x_contact_quality_gmc,0.00,,,,,
rThreatIG2_gmc_x_contact_friends_gmc,0.00,,,,,
rThreatIG2_gmc_x_contact_friendsz_gmc,0.00,,,,,
rThreatIG2_gmc_x_b5a_gmc,0.00,,,,,
rThreatIG2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
rThreatIG2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
rThreatIG2_gmc_x_disgust_p_gmc,0.00,,,,,
rThreatIG2_gmc_x_disgust_s_gmc,0.00,,,,,
rThreatIG2_gmc_x_disgust_r_gmc,0.00,,,,,
rThreatOG1_gmc_x_rThreatOG2_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP1_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP2_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP3_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP4_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP5_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustP6_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustS1_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustS2_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustS3_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustS4_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustR1_gmc,0.00,,,,,
rThreatOG1_gmc_x_DisgustR2_gmc,0.00,,,,,
rThreatOG1_gmc_x_symbolic_gmc,0.00,,,,,
rThreatOG1_gmc_x_identification_sol_gmc,0.00,,,,,
rThreatOG1_gmc_x_identification_sat_gmc,0.00,,,,,
rThreatOG1_gmc_x_identification_cen_gmc,0.00,,,,,
rThreatOG1_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
rThreatOG1_gmc_x_contact_quality_gmc,0.00,,,,,
rThreatOG1_gmc_x_contact_friends_gmc,0.00,,,,,
rThreatOG1_gmc_x_contact_friendsz_gmc,0.00,,,,,
rThreatOG1_gmc_x_b5a_gmc,0.00,,,,,
rThreatOG1_gmc_x_generalized_challdiff_gmc,0.00,,,,,
rThreatOG1_gmc_x_generalized_probdiff_gmc,0.00,,,,,
rThreatOG1_gmc_x_generalized_gmc,0.00,,,,,
rThreatOG1_gmc_x_disgust_p_gmc,0.00,,,,,
rThreatOG1_gmc_x_disgust_s_gmc,0.00,,,,,
rThreatOG1_gmc_x_disgust_r_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP1_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP2_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP3_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP4_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP5_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustP6_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustS1_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustS2_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustS3_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustS4_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustR1_gmc,0.00,,,,,
rThreatOG2_gmc_x_DisgustR2_gmc,0.00,,,,,
rThreatOG2_gmc_x_symbolic_gmc,0.00,,,,,
rThreatOG2_gmc_x_identification_sol_gmc,0.00,,,,,
rThreatOG2_gmc_x_identification_sat_gmc,0.00,,,,,
rThreatOG2_gmc_x_identification_cen_gmc,0.00,,,,,
rThreatOG2_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
rThreatOG2_gmc_x_contact_quality_gmc,0.00,,,,,
rThreatOG2_gmc_x_contact_friends_gmc,0.00,,,,,
rThreatOG2_gmc_x_contact_friendsz_gmc,0.00,,,,,
rThreatOG2_gmc_x_b5a_gmc,0.00,,,,,
rThreatOG2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
rThreatOG2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
rThreatOG2_gmc_x_generalized_gmc,0.00,,,,,
rThreatOG2_gmc_x_disgust_p_gmc,0.00,,,,,
rThreatOG2_gmc_x_disgust_s_gmc,0.00,,,,,
rThreatOG2_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustP2_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustP3_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustP4_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustP5_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustP6_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP1_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP1_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP1_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP1_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP1_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP1_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP1_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP1_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP1_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP1_gmc_x_b5a_gmc,0.00,,,,,
DisgustP1_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP1_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP1_gmc_x_generalized_gmc,0.00,,,,,
DisgustP1_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP1_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP1_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustP3_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustP4_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustP5_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustP6_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP2_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP2_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP2_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP2_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP2_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP2_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP2_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP2_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP2_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP2_gmc_x_b5a_gmc,0.00,,,,,
DisgustP2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP2_gmc_x_generalized_gmc,0.00,,,,,
DisgustP2_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP2_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP2_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustP4_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustP5_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustP6_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP3_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP3_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP3_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP3_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP3_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP3_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP3_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP3_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP3_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP3_gmc_x_b5a_gmc,0.00,,,,,
DisgustP3_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP3_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP3_gmc_x_generalized_gmc,0.00,,,,,
DisgustP3_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP3_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP3_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustP5_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustP6_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP4_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP4_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP4_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP4_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP4_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP4_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP4_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP4_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP4_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP4_gmc_x_b5a_gmc,0.00,,,,,
DisgustP4_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP4_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP4_gmc_x_generalized_gmc,0.00,,,,,
DisgustP4_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP4_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP4_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustP6_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP5_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP5_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP5_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP5_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP5_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP5_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP5_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP5_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP5_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP5_gmc_x_b5a_gmc,0.00,,,,,
DisgustP5_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP5_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP5_gmc_x_generalized_gmc,0.00,,,,,
DisgustP5_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP5_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP5_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustS1_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustP6_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustP6_gmc_x_symbolic_gmc,0.00,,,,,
DisgustP6_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustP6_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustP6_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustP6_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustP6_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustP6_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustP6_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustP6_gmc_x_b5a_gmc,0.00,,,,,
DisgustP6_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustP6_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustP6_gmc_x_generalized_gmc,0.00,,,,,
DisgustP6_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustP6_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustP6_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustS1_gmc_x_DisgustS2_gmc,0.00,,,,,
DisgustS1_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustS1_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustS1_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustS1_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustS1_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustS1_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustS1_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustS1_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustS1_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustS1_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustS1_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustS1_gmc_x_b5a_gmc,0.00,,,,,
DisgustS1_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustS1_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustS1_gmc_x_generalized_gmc,0.00,,,,,
DisgustS1_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustS1_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustS1_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustS2_gmc_x_DisgustS3_gmc,0.00,,,,,
DisgustS2_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustS2_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustS2_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustS2_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustS2_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustS2_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustS2_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustS2_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustS2_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustS2_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustS2_gmc_x_b5a_gmc,0.00,,,,,
DisgustS2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustS2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustS2_gmc_x_generalized_gmc,0.00,,,,,
DisgustS2_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustS2_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustS2_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustS3_gmc_x_DisgustS4_gmc,0.00,,,,,
DisgustS3_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustS3_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustS3_gmc_x_symbolic_gmc,0.00,,,,,
DisgustS3_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustS3_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustS3_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustS3_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustS3_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustS3_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustS3_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustS3_gmc_x_b5a_gmc,0.00,,,,,
DisgustS3_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustS3_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustS3_gmc_x_generalized_gmc,0.00,,,,,
DisgustS3_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustS3_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustS3_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustS4_gmc_x_DisgustR1_gmc,0.00,,,,,
DisgustS4_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustS4_gmc_x_symbolic_gmc,0.00,,,,,
DisgustS4_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustS4_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustS4_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustS4_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustS4_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustS4_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustS4_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustS4_gmc_x_b5a_gmc,0.00,,,,,
DisgustS4_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustS4_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustS4_gmc_x_generalized_gmc,0.00,,,,,
DisgustS4_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustS4_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustS4_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustR1_gmc_x_DisgustR2_gmc,0.00,,,,,
DisgustR1_gmc_x_symbolic_gmc,0.00,,,,,
DisgustR1_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustR1_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustR1_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustR1_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustR1_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustR1_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustR1_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustR1_gmc_x_b5a_gmc,0.00,,,,,
DisgustR1_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustR1_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustR1_gmc_x_generalized_gmc,0.00,,,,,
DisgustR1_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustR1_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustR1_gmc_x_disgust_r_gmc,0.00,,,,,
DisgustR2_gmc_x_symbolic_gmc,0.00,,,,,
DisgustR2_gmc_x_identification_sol_gmc,0.00,,,,,
DisgustR2_gmc_x_identification_sat_gmc,0.00,,,,,
DisgustR2_gmc_x_identification_cen_gmc,0.00,,,,,
DisgustR2_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
DisgustR2_gmc_x_contact_quality_gmc,0.00,,,,,
DisgustR2_gmc_x_contact_friends_gmc,0.00,,,,,
DisgustR2_gmc_x_contact_friendsz_gmc,0.00,,,,,
DisgustR2_gmc_x_b5a_gmc,0.00,,,,,
DisgustR2_gmc_x_generalized_challdiff_gmc,0.00,,,,,
DisgustR2_gmc_x_generalized_probdiff_gmc,0.00,,,,,
DisgustR2_gmc_x_generalized_gmc,0.00,,,,,
DisgustR2_gmc_x_disgust_p_gmc,0.00,,,,,
DisgustR2_gmc_x_disgust_s_gmc,0.00,,,,,
DisgustR2_gmc_x_disgust_r_gmc,0.00,,,,,
symbolic_gmc_x_identification_sol_gmc,0.00,,,,,
symbolic_gmc_x_identification_sat_gmc,0.00,,,,,
symbolic_gmc_x_identification_cen_gmc,0.00,,,,,
symbolic_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
symbolic_gmc_x_contact_quality_gmc,0.00,,,,,
symbolic_gmc_x_contact_friends_gmc,0.00,,,,,
symbolic_gmc_x_contact_friendsz_gmc,0.00,,,,,
symbolic_gmc_x_b5a_gmc,0.00,,,,,
symbolic_gmc_x_generalized_challdiff_gmc,0.00,,,,,
symbolic_gmc_x_generalized_probdiff_gmc,0.00,,,,,
symbolic_gmc_x_generalized_gmc,0.00,,,,,
symbolic_gmc_x_disgust_p_gmc,0.00,,,,,
symbolic_gmc_x_disgust_s_gmc,0.00,,,,,
symbolic_gmc_x_disgust_r_gmc,0.00,,,,,
identification_sol_gmc_x_identification_sat_gmc,0.00,,,,,
identification_sol_gmc_x_identification_cen_gmc,0.00,,,,,
identification_sol_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
identification_sol_gmc_x_contact_quality_gmc,0.00,,,,,
identification_sol_gmc_x_contact_friends_gmc,0.00,,,,,
identification_sol_gmc_x_contact_friendsz_gmc,0.00,,,,,
identification_sol_gmc_x_b5a_gmc,0.00,,,,,
identification_sol_gmc_x_generalized_challdiff_gmc,0.00,,,,,
identification_sol_gmc_x_generalized_probdiff_gmc,0.00,,,,,
identification_sol_gmc_x_generalized_gmc,0.00,,,,,
identification_sol_gmc_x_disgust_p_gmc,0.00,,,,,
identification_sol_gmc_x_disgust_s_gmc,0.00,,,,,
identification_sol_gmc_x_disgust_r_gmc,0.00,,,,,
identification_sat_gmc_x_identification_cen_gmc,0.00,,,,,
identification_sat_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
identification_sat_gmc_x_contact_quality_gmc,0.00,,,,,
identification_sat_gmc_x_contact_friends_gmc,0.00,,,,,
identification_sat_gmc_x_contact_friendsz_gmc,0.00,,,,,
identification_sat_gmc_x_b5a_gmc,0.00,,,,,
identification_sat_gmc_x_generalized_challdiff_gmc,0.00,,,,,
identification_sat_gmc_x_generalized_probdiff_gmc,0.00,,,,,
identification_sat_gmc_x_generalized_gmc,0.00,,,,,
identification_sat_gmc_x_disgust_p_gmc,0.00,,,,,
identification_sat_gmc_x_disgust_s_gmc,0.00,,,,,
identification_sat_gmc_x_disgust_r_gmc,0.00,,,,,
identification_cen_gmc_x_identification_selfinvestment_gmc,0.00,,,,,
identification_cen_gmc_x_contact_quality_gmc,0.00,,,,,
identification_cen_gmc_x_contact_friends_gmc,0.00,,,,,
identification_cen_gmc_x_contact_friendsz_gmc,0.00,,,,,
identification_cen_gmc_x_b5a_gmc,0.00,,,,,
identification_cen_gmc_x_generalized_challdiff_gmc,0.00,,,,,
identification_cen_gmc_x_generalized_probdiff_gmc,0.00,,,,,
identification_cen_gmc_x_generalized_gmc,0.00,,,,,
identification_cen_gmc_x_disgust_p_gmc,0.00,,,,,
identification_cen_gmc_x_disgust_s_gmc,0.00,,,,,
identification_cen_gmc_x_disgust_r_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_contact_quality_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_contact_friends_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_contact_friendsz_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_b5a_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_generalized_challdiff_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_generalized_probdiff_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_generalized_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_disgust_p_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_disgust_s_gmc,0.00,,,,,
identification_selfinvestment_gmc_x_disgust_r_gmc,0.00,,,,,
contact_quality_gmc_x_contact_friends_gmc,0.00,,,,,
contact_quality_gmc_x_contact_friendsz_gmc,0.00,,,,,
